genus_1,genus_2,genus_1_normalized,genus_2_normalized,edit_similarity,jaccard_similarity,llm_relationship
a nonprofit corporation,government debt instruments,nonprofit corporation,government debt instrument,0.2308,0.0,DIFFERENT
a nonprofit corporation,grades,nonprofit corporation,grade,0.0952,0.0,DIFFERENT
a nonprofit corporation,graphical display,nonprofit corporation,graphical display,0.1905,0.0,DIFFERENT
a nonprofit corporation,holding,nonprofit corporation,holding,0.0952,0.0,DIFFERENT
a nonprofit corporation,income,nonprofit corporation,income,0.1429,0.0,DIFFERENT
a nonprofit corporation,increases in organizational value,nonprofit corporation,increases in organizational value,0.2727,0.0,DIFFERENT
a nonprofit corporation,independent service agencies,nonprofit corporation,independent service agency,0.2308,0.0,DIFFERENT
a nonprofit corporation,individual,nonprofit corporation,individual,0.1429,0.0,DIFFERENT
a nonprofit corporation,individuals or a firm,nonprofit corporation,individuals or a firm,0.1905,0.0,DIFFERENT
a nonprofit corporation,inflows or other enhancements of assets of an entity or settlements of its liabilities (or a combination of both),nonprofit corporation,inflows or other enhancements of assets of an entity or settlements of its liabilities or a combination of both,0.1532,0.0,DIFFERENT
a nonprofit corporation,inventory management method,nonprofit corporation,inventory management method,0.1852,0.0,DIFFERENT
a nonprofit corporation,investment companies,nonprofit corporation,investment company,0.2857,0.0,DIFFERENT
a nonprofit corporation,investments,nonprofit corporation,investment,0.1429,0.0,DIFFERENT
a nonprofit corporation,large CDs issued by financial institutions,nonprofit corporation,large cds issued by financial institution,0.1707,0.0,DIFFERENT
a nonprofit corporation,legal term,nonprofit corporation,legal term,0.0952,0.0,DIFFERENT
a nonprofit corporation,liabilities,nonprofit corporation,liability,0.0952,0.0,DIFFERENT
a nonprofit corporation,long-term debt obligations,nonprofit corporation,long term debt obligation,0.4,0.0,DIFFERENT
a nonprofit corporation,long-term debt obligations issued by the US government,nonprofit corporation,long term debt obligations issued by the us government,0.1852,0.0,DIFFERENT
a nonprofit corporation,market,nonprofit corporation,market,0.0952,0.0,DIFFERENT
a nonprofit corporation,market for longer-term financial instruments,nonprofit corporation,market for longer term financial instrument,0.186,0.0,DIFFERENT
a nonprofit corporation,markets,nonprofit corporation,market,0.0952,0.0,DIFFERENT
a nonprofit corporation,measures,nonprofit corporation,measure,0.0476,0.0,DIFFERENT
a nonprofit corporation,members of the labor force,nonprofit corporation,members of the labor force,0.2308,0.0,DIFFERENT
a nonprofit corporation,method of accounting,nonprofit corporation,method of accounting,0.1905,0.0,DIFFERENT
a nonprofit corporation,metrics,nonprofit corporation,metric,0.1429,0.0,DIFFERENT
a nonprofit corporation,minimum balance of cash,nonprofit corporation,minimum balance of cash,0.087,0.0,DIFFERENT
a nonprofit corporation,monetary legal settlements,nonprofit corporation,monetary legal settlement,0.16,0.0,DIFFERENT
a nonprofit corporation,numbers,nonprofit corporation,number,0.0952,0.0,DIFFERENT
a nonprofit corporation,numerical values taken from financial statements,nonprofit corporation,numerical values taken from financial statement,0.2128,0.0,DIFFERENT
a nonprofit corporation,one of the three main areas of finance,nonprofit corporation,one of the three main areas of finance,0.2632,0.0,DIFFERENT
a nonprofit corporation,operating cash,nonprofit corporation,operating cash,0.2381,0.0,DIFFERENT
a nonprofit corporation,paired data,nonprofit corporation,paired data,0.1905,0.0,DIFFERENT
a nonprofit corporation,part of Securities and Exchange Commission (SEC) Rule 415,nonprofit corporation,part of securities and exchange commission sec rule 415,0.1818,0.0,DIFFERENT
a nonprofit corporation,portion of the net worth (equity),nonprofit corporation,portion of the net worth equity,0.2581,0.0,DIFFERENT
a nonprofit corporation,position,nonprofit corporation,position,0.3333,0.0,DIFFERENT
a nonprofit corporation,principle,nonprofit corporation,principle,0.2381,0.0,DIFFERENT
a nonprofit corporation,probable future sacrifice of economic benefits,nonprofit corporation,probable future sacrifice of economic benefit,0.2,0.0,DIFFERENT
a nonprofit corporation,projects,nonprofit corporation,project,0.2381,0.0,DIFFERENT
a nonprofit corporation,ratio,nonprofit corporation,ratio,0.2381,0.0,DIFFERENT
a nonprofit corporation,ratios,nonprofit corporation,ratio,0.2381,0.0,DIFFERENT
a nonprofit corporation,residual interest,nonprofit corporation,residual interest,0.0952,0.0,DIFFERENT
a nonprofit corporation,risk,nonprofit corporation,risk,0.0952,0.0,DIFFERENT
a nonprofit corporation,seller,nonprofit corporation,seller,0.0476,0.0,DIFFERENT
a nonprofit corporation,shares of ownership in a corporation,nonprofit corporation,shares of ownership in a corporation,0.4444,0.2,DIFFERENT
a nonprofit corporation,short-term debt obligations,nonprofit corporation,short term debt obligation,0.3462,0.0,DIFFERENT
a nonprofit corporation,sources of financing,nonprofit corporation,sources of financing,0.1905,0.0,DIFFERENT
a nonprofit corporation,standards,nonprofit corporation,standard,0.0952,0.0,DIFFERENT
a nonprofit corporation,state officials,nonprofit corporation,state official,0.1429,0.0,DIFFERENT
a nonprofit corporation,system,nonprofit corporation,system,0.0476,0.0,DIFFERENT
a nonprofit corporation,taking an action,nonprofit corporation,taking an action,0.2381,0.0,DIFFERENT
a nonprofit corporation,tangible or intangible resources,nonprofit corporation,tangible or intangible resource,0.1613,0.0,DIFFERENT
a nonprofit corporation,the actual return,nonprofit corporation,actual return,0.1905,0.0,DIFFERENT
a nonprofit corporation,the amount,nonprofit corporation,amount,0.0952,0.0,DIFFERENT
a nonprofit corporation,the amount of money,nonprofit corporation,amount of money,0.1905,0.0,DIFFERENT
a nonprofit corporation,the average of a firm’s debt and equity costs of capital,nonprofit corporation,average of a firms debt and equity costs of capital,0.1961,0.0,DIFFERENT
a nonprofit corporation,the central bank system,nonprofit corporation,central bank system,0.1429,0.0,DIFFERENT
a nonprofit corporation,the central banking system of the United States,nonprofit corporation,central banking system of the united state,0.1667,0.0,DIFFERENT
a nonprofit corporation,the collateral,nonprofit corporation,collateral,0.1905,0.0,DIFFERENT
a nonprofit corporation,the compound annual return,nonprofit corporation,compound annual return,0.2727,0.0,DIFFERENT
a nonprofit corporation,the concept,nonprofit corporation,concept,0.2381,0.0,DIFFERENT
a nonprofit corporation,the continual addition of interest,nonprofit corporation,continual addition of interest,0.2,0.0,DIFFERENT
a nonprofit corporation,the current value of a future amount,nonprofit corporation,current value of a future amount,0.1875,0.0,DIFFERENT
a nonprofit corporation,the date,nonprofit corporation,date,0.0952,0.0,DIFFERENT
a nonprofit corporation,the debt,nonprofit corporation,debt,0.0476,0.0,DIFFERENT
a nonprofit corporation,"the development, oversight, and management",nonprofit corporation,development oversight and management,0.2222,0.0,DIFFERENT
a nonprofit corporation,the difference,nonprofit corporation,difference,0.0952,0.0,DIFFERENT
a nonprofit corporation,the discount rate,nonprofit corporation,discount rate,0.2857,0.0,DIFFERENT
a nonprofit corporation,the expected return of a security,nonprofit corporation,expected return of a security,0.1724,0.0,DIFFERENT
a nonprofit corporation,the face value of a convertible bond,nonprofit corporation,face value of a convertible bond,0.2812,0.0,DIFFERENT
a nonprofit corporation,the first time,nonprofit corporation,first time,0.2381,0.0,DIFFERENT
a nonprofit corporation,the horizontal axis,nonprofit corporation,horizontal axis,0.2381,0.0,DIFFERENT
a nonprofit corporation,the increase in a capital asset’s value,nonprofit corporation,increase in a capital assets value,0.1765,0.0,DIFFERENT
a nonprofit corporation,the interest rate,nonprofit corporation,interest rate,0.2857,0.0,DIFFERENT
a nonprofit corporation,the length of time,nonprofit corporation,length of time,0.2381,0.0,DIFFERENT
a nonprofit corporation,the market,nonprofit corporation,market,0.0952,0.0,DIFFERENT
a nonprofit corporation,the market value,nonprofit corporation,market value,0.1905,0.0,DIFFERENT
a nonprofit corporation,the measure,nonprofit corporation,measure,0.0476,0.0,DIFFERENT
a nonprofit corporation,the measure of the spread of data values,nonprofit corporation,measure of the spread of data value,0.2571,0.0,DIFFERENT
a nonprofit corporation,the measure of the volatility of a stock,nonprofit corporation,measure of the volatility of a stock,0.25,0.0,DIFFERENT
a nonprofit corporation,the merger of a company,nonprofit corporation,merger of a company,0.2857,0.0,DIFFERENT
a nonprofit corporation,the middle value,nonprofit corporation,middle value,0.0952,0.0,DIFFERENT
a nonprofit corporation,the minimum amount of return,nonprofit corporation,minimum amount of return,0.25,0.0,DIFFERENT
a nonprofit corporation,the minimum return,nonprofit corporation,minimum return,0.2381,0.0,DIFFERENT
a nonprofit corporation,the mix of financing,nonprofit corporation,mix of financing,0.1905,0.0,DIFFERENT
a nonprofit corporation,the network of participants and activities,nonprofit corporation,network of participants and activity,0.25,0.0,DIFFERENT
a nonprofit corporation,the number of days,nonprofit corporation,number of day,0.1905,0.0,DIFFERENT
a nonprofit corporation,the number of shares of common stock,nonprofit corporation,number of shares of common stock,0.2812,0.0,DIFFERENT
a nonprofit corporation,the part of the business cycle,nonprofit corporation,part of the business cycle,0.1538,0.0,DIFFERENT
a nonprofit corporation,the percentage increase,nonprofit corporation,percentage increase,0.0952,0.0,DIFFERENT
a nonprofit corporation,the period,nonprofit corporation,period,0.1905,0.0,DIFFERENT
a nonprofit corporation,the periodic dollar value of interest,nonprofit corporation,periodic dollar value of interest,0.2121,0.0,DIFFERENT
a nonprofit corporation,the person,nonprofit corporation,person,0.1905,0.0,DIFFERENT
a nonprofit corporation,the point,nonprofit corporation,point,0.1905,0.0,DIFFERENT
a nonprofit corporation,the possibility,nonprofit corporation,possibility,0.1429,0.0,DIFFERENT
a nonprofit corporation,the present value of cash inflows divided by the present value of cash outflows,nonprofit corporation,present value of cash inflows divided by the present value of cash outflow,0.1486,0.0,DIFFERENT
a nonprofit corporation,the present value of the cash inflows of a project,nonprofit corporation,present value of the cash inflows of a project,0.2174,0.0,DIFFERENT
a nonprofit corporation,"the present, discounted value",nonprofit corporation,present discounted value,0.125,0.0,DIFFERENT
a nonprofit corporation,the price,nonprofit corporation,price,0.1905,0.0,DIFFERENT
a nonprofit corporation,the price of one currency,nonprofit corporation,price of one currency,0.1429,0.0,DIFFERENT
a nonprofit corporation,the primary system,nonprofit corporation,primary system,0.1905,0.0,DIFFERENT
a nonprofit corporation,the principle,nonprofit corporation,principle,0.2381,0.0,DIFFERENT
a nonprofit corporation,the process,nonprofit corporation,process,0.1905,0.0,DIFFERENT
a nonprofit corporation,the process of performance analysis,nonprofit corporation,process of performance analysis,0.2258,0.0,DIFFERENT
a nonprofit corporation,the process of spreading business costs in accounting,nonprofit corporation,process of spreading business costs in accounting,0.2041,0.0,DIFFERENT
a nonprofit corporation,the quantity of a good or service,nonprofit corporation,quantity of a good or service,0.2759,0.0,DIFFERENT
a nonprofit corporation,the reduction in taxes paid,nonprofit corporation,reduction in taxes paid,0.1304,0.0,DIFFERENT
a nonprofit corporation,the resources,nonprofit corporation,resource,0.1429,0.0,DIFFERENT
a nonprofit corporation,the risk,nonprofit corporation,risk,0.0952,0.0,DIFFERENT
a nonprofit corporation,the risk of investment losses,nonprofit corporation,risk of investment loss,0.1739,0.0,DIFFERENT
a nonprofit corporation,the risk taken by a bond investor,nonprofit corporation,risk taken by a bond investor,0.1379,0.0,DIFFERENT
a nonprofit corporation,the scheduling of periodic repayment of a debt,nonprofit corporation,scheduling of periodic repayment of a debt,0.2143,0.0,DIFFERENT
a nonprofit corporation,the study and application,nonprofit corporation,study and application,0.2857,0.0,DIFFERENT
a nonprofit corporation,the study of the economy,nonprofit corporation,study of the economy,0.1429,0.0,DIFFERENT
a nonprofit corporation,the study of the economy as a whole,nonprofit corporation,study of the economy as a whole,0.2581,0.0,DIFFERENT
a nonprofit corporation,the sum of all cash flows received from an investment,nonprofit corporation,sum of all cash flows received from an investment,0.1837,0.0,DIFFERENT
a nonprofit corporation,the sum of an asset’s annual returns over a number of years,nonprofit corporation,sum of an assets annual returns over a number of year,0.1698,0.0,DIFFERENT
a nonprofit corporation,the target interest rate,nonprofit corporation,target interest rate,0.1905,0.0,DIFFERENT
a nonprofit corporation,the terms that are part of a sales credit agreement,nonprofit corporation,terms that are part of a sales credit agreement,0.1702,0.0,DIFFERENT
a nonprofit corporation,the time period,nonprofit corporation,time period,0.2381,0.0,DIFFERENT
a nonprofit corporation,the total amount of capital,nonprofit corporation,total amount of capital,0.2174,0.0,DIFFERENT
a nonprofit corporation,the total assets of a company,nonprofit corporation,total assets of a company,0.16,0.0,DIFFERENT
a nonprofit corporation,the total dollar value of legal tender,nonprofit corporation,total dollar value of legal tender,0.1765,0.0,DIFFERENT
a nonprofit corporation,the total return,nonprofit corporation,total return,0.2381,0.0,DIFFERENT
a nonprofit corporation,the value,nonprofit corporation,value,0.0476,0.0,DIFFERENT
a nonprofit corporation,the value of a company traded on the stock market,nonprofit corporation,value of a company traded on the stock market,0.2222,0.0,DIFFERENT
a nonprofit corporation,the value of a firm’s stock,nonprofit corporation,value of a firms stock,0.2273,0.0,DIFFERENT
a nonprofit corporation,the value of an asset,nonprofit corporation,value of an asset,0.1429,0.0,DIFFERENT
a nonprofit corporation,the value of an asset or holding,nonprofit corporation,value of an asset or holding,0.2143,0.0,DIFFERENT
a nonprofit corporation,the vertical axis,nonprofit corporation,vertical axis,0.2381,0.0,DIFFERENT
a nonprofit corporation,the world’s largest stock exchange by market capitalization of its listed companies,nonprofit corporation,worlds largest stock exchange by market capitalization of its listed company,0.1579,0.0,DIFFERENT
a nonprofit corporation,the yield,nonprofit corporation,yield,0.0476,0.0,DIFFERENT
a nonprofit corporation,total book value (assets – liabilities) of a firm,nonprofit corporation,total book value assets – liabilities of a firm,0.1489,0.0,DIFFERENT
a nonprofit corporation,US government debt obligations,nonprofit corporation,us government debt obligation,0.3448,0.0,DIFFERENT
a nonprofit corporation,very large CDs,nonprofit corporation,very large cds,0.1429,0.0,DIFFERENT
a nonprofit corporation,when a firm has trouble,nonprofit corporation,when a firm has trouble,0.2174,0.0,DIFFERENT
a nonprofit corporation,when an issuer fails to make scheduled interest or principal payments,nonprofit corporation,when an issuer fails to make scheduled interest or principal payment,0.1912,0.0,DIFFERENT
a number,a partnership,number,partnership,0.1818,0.0,DIFFERENT
a number,a payment,number,payment,0.1429,0.0,DIFFERENT
a number,a period,number,period,0.0,0.0,DIFFERENT
a number,a person,number,person,0.0,0.0,DIFFERENT
a number,a person or an entity,number,person or an entity,0.1053,0.0,DIFFERENT
a number,a principle,number,principle,0.1111,0.0,DIFFERENT
a number,a procedure,number,procedure,0.2222,0.0,DIFFERENT
a number,a quantitative method,number,quantitative method,0.1053,0.0,RELATED
a number,a ratio,number,ratio,0.0,0.0,A_SUBSUMES_B
a number,a reason for holding an amount of cash,number,reason for holding an amount of cash,0.0556,0.0,DIFFERENT
a number,a record of financial information,number,record of financial information,0.0645,0.0,DIFFERENT
a number,a report,number,report,0.0,0.0,DIFFERENT
a number,a reward-to-risk measure of portfolio performance,number,reward to risk measure of portfolio performance,0.0638,0.0,A_SUBSUMES_B
a number,a risk,number,risk,0.0,0.0,DIFFERENT
a number,a rule,number,rule,0.3333,0.0,DIFFERENT
a number,a security,number,security,0.125,0.0,DIFFERENT
a number,a set of cash flows over a period of time,number,set of cash flows over a period of time,0.0513,0.0,DIFFERENT
a number,a set of formal documents,number,set of formal document,0.0909,0.0,DIFFERENT
a number,a single cash payment,number,single cash payment,0.1053,0.0,DIFFERENT
a number,a specific type of Delaware general corporation,number,specific type of delaware general corporation,0.0444,0.0,DIFFERENT
a number,a standardized contract,number,standardized contract,0.1429,0.0,DIFFERENT
a number,a stock valuation indicator or multiple,number,stock valuation indicator or multiple,0.0541,0.0,A_SUBSUMES_B
a number,a strategic management responsibility,number,strategic management responsibility,0.0857,0.0,DIFFERENT
a number,a stream of periodic payments,number,stream of periodic payment,0.1154,0.0,DIFFERENT
a number,"a stream of regular, periodic payments",number,stream of regular periodic payment,0.0882,0.0,DIFFERENT
a number,a subdivision of the National Bureau of Economic Research (NBER),number,subdivision of the national bureau of economic research nber,0.1,0.0,DIFFERENT
a number,a sum of money,number,sum of money,0.25,0.0,DIFFERENT
a number,a theory,number,theory,0.0,0.0,DIFFERENT
a number,a type of inventory financing,number,type of inventory financing,0.0741,0.0,DIFFERENT
a number,a type of score,number,type of score,0.0769,0.0,A_SUBSUMES_B
a number,a US-specific form of a private limited company; a business structure,number,us specific form of a private limited company a business structure,0.0606,0.0,DIFFERENT
a number,a weighted average,number,weighted average,0.125,0.0,B_SUBSUMES_A
a number,ability,number,ability,0.0,0.0,DIFFERENT
a number,accounting standards,number,accounting standard,0.1053,0.0,DIFFERENT
a number,accounting system,number,accounting system,0.1176,0.0,DIFFERENT
a number,all costs associated with having inventory in stock,number,all costs associated with having inventory in stock,0.0588,0.0,DIFFERENT
a number,amount of time,number,amount of time,0.0714,0.0,DIFFERENT
a number,an account,number,account,0.0,0.0,DIFFERENT
a number,an accounting method,number,accounting method,0.1176,0.0,DIFFERENT
a number,an accounting system,number,accounting system,0.1176,0.0,DIFFERENT
a number,an agreement,number,agreement,0.1111,0.0,DIFFERENT
a number,an agreement between two parties,number,agreement between two party,0.1481,0.0,DIFFERENT
a number,an American stock exchange,number,american stock exchange,0.087,0.0,DIFFERENT
a number,an asset,number,asset,0.1667,0.0,DIFFERENT
a number,an asset or bundle of assets,number,asset or bundle of asset,0.0833,0.0,DIFFERENT
a number,an asset or item,number,asset or item,0.0769,0.0,DIFFERENT
a number,an economic theory,number,economic theory,0.2667,0.0,DIFFERENT
a number,an equation of the form y^=a+bx,number,equation of the form y^=a+bx,0.1071,0.0,DIFFERENT
a number,an estimate,number,estimate,0.125,0.0,B_SUBSUMES_A
a number,an excess,number,excess,0.0,0.0,DIFFERENT
a number,an executive-level officer,number,executive level officer,0.1304,0.0,DIFFERENT
a number,an existing corporation,number,existing corporation,0.1,0.0,DIFFERENT
a number,an expense,number,expense,0.0,0.0,DIFFERENT
a number,"an independent, nongovernmental organization",number,independent nongovernmental organization,0.075,0.0,DIFFERENT
a number,an individual or institution,number,individual or institution,0.12,0.0,DIFFERENT
a number,an initial shareholder of a company at the time of its incorporation,number,initial shareholder of a company at the time of its incorporation,0.0615,0.0,DIFFERENT
a number,an official statement,number,official statement,0.0556,0.0,DIFFERENT
a number,an opportunity cost,number,opportunity cost,0.0625,0.0,DIFFERENT
a number,an option,number,option,0.0,0.0,DIFFERENT
a number,analysis,number,analysis,0.125,0.0,DIFFERENT
a number,"annual interest amounts paid, or coupon payments made",number,annual interest amounts paid or coupon payments made,0.0769,0.0,DIFFERENT
a number,approach,number,approach,0.0,0.0,DIFFERENT
a number,asset,number,asset,0.1667,0.0,DIFFERENT
a number,assets,number,asset,0.1667,0.0,DIFFERENT
a number,attempting to profit,number,attempting to profit,0.1,0.0,DIFFERENT
a number,bond issued by a corporation,number,bond issued by a corporation,0.1429,0.0,DIFFERENT
a number,bonds,number,bond,0.0,0.0,DIFFERENT
a number,cash business transactions,number,cash business transaction,0.12,0.0,DIFFERENT
a number,cash business transactions reported on the statement of cash flows,number,cash business transactions reported on the statement of cash flow,0.0462,0.0,DIFFERENT
a number,choosing to purchase or sell the asset underlying a held option,number,choosing to purchase or sell the asset underlying a held option,0.0635,0.0,DIFFERENT
a number,costs,number,cost,0.0,0.0,DIFFERENT
a number,credit,number,credit,0.0,0.0,DIFFERENT
a number,"cumulative, undistributed net income or net loss",number,cumulative undistributed net income or net loss,0.1064,0.0,DIFFERENT
a number,data,number,data,0.0,0.0,DIFFERENT
a number,data value,number,data value,0.0,0.0,A_SUBSUMES_B
a number,data values,number,data value,0.0,0.0,A_SUBSUMES_B
a number,debt or obligation,number,debt or obligation,0.0556,0.0,DIFFERENT
a number,debt securities,number,debt security,0.1538,0.0,DIFFERENT
a number,decrease in organizational value,number,decrease in organizational value,0.0625,0.0,DIFFERENT
a number,decreases in organizational value,number,decreases in organizational value,0.0606,0.0,DIFFERENT
a number,discount,number,discount,0.0,0.0,DIFFERENT
a number,economies or markets,number,economies or market,0.2105,0.0,DIFFERENT
a number,equity,number,equity,0.0,0.0,DIFFERENT
a number,equity in a firm,number,equity in a firm,0.125,0.0,DIFFERENT
a number,expenses,number,expense,0.0,0.0,DIFFERENT
a number,extra return,number,extra return,0.1667,0.0,DIFFERENT
a number,facilitate a market and the trading of securities,number,facilitate a market and the trading of security,0.0638,0.0,DIFFERENT
a number,federal court procedures,number,federal court procedure,0.1304,0.0,DIFFERENT
a number,financial markets,number,financial market,0.1875,0.0,DIFFERENT
a number,financial obligations,number,financial obligation,0.1,0.0,DIFFERENT
a number,financial statement,number,financial statement,0.1053,0.0,DIFFERENT
a number,fixed-income corporate debt securities,number,fixed income corporate debt security,0.1389,0.0,DIFFERENT
a number,framework for financial analysis,number,framework for financial analysis,0.0625,0.0,DIFFERENT
a number,government debt instruments,number,government debt instrument,0.1154,0.0,DIFFERENT
a number,grades,number,grade,0.1667,0.0,DIFFERENT
a number,graphical display,number,graphical display,0.0,0.0,DIFFERENT
a number,holding,number,holding,0.0,0.0,DIFFERENT
a number,income,number,income,0.1667,0.0,DIFFERENT
a number,increases in organizational value,number,increases in organizational value,0.0909,0.0,DIFFERENT
a number,independent service agencies,number,independent service agency,0.1154,0.0,DIFFERENT
a number,individual,number,individual,0.1,0.0,DIFFERENT
a number,individuals or a firm,number,individuals or a firm,0.1429,0.0,DIFFERENT
a number,inflows or other enhancements of assets of an entity or settlements of its liabilities (or a combination of both),number,inflows or other enhancements of assets of an entity or settlements of its liabilities or a combination of both,0.045,0.0,DIFFERENT
a number,inventory management method,number,inventory management method,0.1111,0.0,DIFFERENT
a number,investment companies,number,investment company,0.1111,0.0,DIFFERENT
a number,investments,number,investment,0.2,0.0,DIFFERENT
a number,large CDs issued by financial institutions,number,large cds issued by financial institution,0.0488,0.0,DIFFERENT
a number,legal term,number,legal term,0.2,0.0,DIFFERENT
a number,liabilities,number,liability,0.1111,0.0,DIFFERENT
a number,long-term debt obligations,number,long term debt obligation,0.12,0.0,DIFFERENT
a number,long-term debt obligations issued by the US government,number,long term debt obligations issued by the us government,0.0926,0.0,DIFFERENT
a number,market,number,market,0.1667,0.0,DIFFERENT
a number,market for longer-term financial instruments,number,market for longer term financial instrument,0.0698,0.0,DIFFERENT
a number,markets,number,market,0.1667,0.0,DIFFERENT
a number,measures,number,measure,0.1429,0.0,RELATED
a number,members of the labor force,number,members of the labor force,0.1538,0.0,DIFFERENT
a number,method of accounting,number,method of accounting,0.05,0.0,DIFFERENT
a number,metrics,number,metric,0.0,0.0,RELATED
a number,minimum balance of cash,number,minimum balance of cash,0.2174,0.0,DIFFERENT
a number,monetary legal settlements,number,monetary legal settlement,0.08,0.0,DIFFERENT
a number,numbers,number,number,1.0,1.0,EQUIVALENT
a number,numerical values taken from financial statements,number,numerical values taken from financial statement,0.1064,0.0,A_SUBSUMES_B
a number,one of the three main areas of finance,number,one of the three main areas of finance,0.0789,0.0,DIFFERENT
a number,operating cash,number,operating cash,0.0714,0.0,DIFFERENT
a number,paired data,number,paired data,0.0909,0.0,DIFFERENT
a number,part of Securities and Exchange Commission (SEC) Rule 415,number,part of securities and exchange commission sec rule 415,0.0727,0.0,DIFFERENT
a number,portion of the net worth (equity),number,portion of the net worth equity,0.0968,0.0,DIFFERENT
a number,position,number,position,0.0,0.0,DIFFERENT
a number,principle,number,principle,0.1111,0.0,DIFFERENT
a number,probable future sacrifice of economic benefits,number,probable future sacrifice of economic benefit,0.0889,0.0,DIFFERENT
a number,projects,number,project,0.1429,0.0,DIFFERENT
a number,ratio,number,ratio,0.0,0.0,A_SUBSUMES_B
a number,ratios,number,ratio,0.0,0.0,A_SUBSUMES_B
a number,residual interest,number,residual interest,0.1765,0.0,DIFFERENT
a number,risk,number,risk,0.0,0.0,DIFFERENT
a number,seller,number,seller,0.3333,0.0,DIFFERENT
a number,shares of ownership in a corporation,number,shares of ownership in a corporation,0.0556,0.0,DIFFERENT
a number,short-term debt obligations,number,short term debt obligation,0.0769,0.0,DIFFERENT
a number,sources of financing,number,sources of financing,0.1,0.0,DIFFERENT
a number,standards,number,standard,0.125,0.0,DIFFERENT
a number,state officials,number,state official,0.0714,0.0,DIFFERENT
a number,system,number,system,0.1667,0.0,DIFFERENT
a number,taking an action,number,taking an action,0.0625,0.0,DIFFERENT
a number,tangible or intangible resources,number,tangible or intangible resource,0.129,0.0,DIFFERENT
a number,the actual return,number,actual return,0.2308,0.0,A_SUBSUMES_B
a number,the amount,number,amount,0.0,0.0,EQUIVALENT
a number,the amount of money,number,amount of money,0.2,0.0,A_SUBSUMES_B
a number,the average of a firm’s debt and equity costs of capital,number,average of a firms debt and equity costs of capital,0.0588,0.0,A_SUBSUMES_B
a number,the central bank system,number,central bank system,0.1579,0.0,DIFFERENT
a number,the central banking system of the United States,number,central banking system of the united state,0.0714,0.0,DIFFERENT
a number,the collateral,number,collateral,0.2,0.0,DIFFERENT
a number,the compound annual return,number,compound annual return,0.1818,0.0,A_SUBSUMES_B
a number,the concept,number,concept,0.1429,0.0,DIFFERENT
a number,the continual addition of interest,number,continual addition of interest,0.1333,0.0,DIFFERENT
a number,the current value of a future amount,number,current value of a future amount,0.0938,0.0,DIFFERENT
a number,the date,number,date,0.1667,0.0,DIFFERENT
a number,the debt,number,debt,0.1667,0.0,DIFFERENT
a number,"the development, oversight, and management",number,development oversight and management,0.0833,0.0,DIFFERENT
a number,the difference,number,difference,0.2,0.0,A_SUBSUMES_B
a number,the discount rate,number,discount rate,0.1538,0.0,DIFFERENT
a number,the expected return of a security,number,expected return of a security,0.1034,0.0,DIFFERENT
a number,the face value of a convertible bond,number,face value of a convertible bond,0.0938,0.0,DIFFERENT
a number,the first time,number,first time,0.0,0.0,DIFFERENT
a number,the horizontal axis,number,horizontal axis,0.0667,0.0,DIFFERENT
a number,the increase in a capital asset’s value,number,increase in a capital assets value,0.0588,0.0,DIFFERENT
a number,the interest rate,number,interest rate,0.2308,0.0,DIFFERENT
a number,the length of time,number,length of time,0.0714,0.0,DIFFERENT
a number,the market,number,market,0.1667,0.0,DIFFERENT
a number,the market value,number,market value,0.0833,0.0,DIFFERENT
a number,the measure,number,measure,0.1429,0.0,DIFFERENT
a number,the measure of the spread of data values,number,measure of the spread of data value,0.0857,0.0,DIFFERENT
a number,the measure of the volatility of a stock,number,measure of the volatility of a stock,0.0556,0.0,DIFFERENT
a number,the merger of a company,number,merger of a company,0.1053,0.0,DIFFERENT
a number,the middle value,number,middle value,0.0833,0.0,A_SUBSUMES_B
a number,the minimum amount of return,number,minimum amount of return,0.2083,0.0,DIFFERENT
a number,the minimum return,number,minimum return,0.3571,0.0,DIFFERENT
a number,the mix of financing,number,mix of financing,0.0625,0.0,DIFFERENT
a number,the network of participants and activities,number,network of participants and activity,0.0556,0.0,DIFFERENT
a number,the number of days,number,number of day,0.4615,0.5,A_SUBSUMES_B
a number,the number of shares of common stock,number,number of shares of common stock,0.1875,0.25,A_SUBSUMES_B
a number,the part of the business cycle,number,part of the business cycle,0.0769,0.0,DIFFERENT
a number,the percentage increase,number,percentage increase,0.1579,0.0,A_SUBSUMES_B
a number,the period,number,period,0.0,0.0,DIFFERENT
a number,the periodic dollar value of interest,number,periodic dollar value of interest,0.0909,0.0,A_SUBSUMES_B
a number,the person,number,person,0.0,0.0,DIFFERENT
a number,the point,number,point,0.0,0.0,DIFFERENT
a number,the possibility,number,possibility,0.0909,0.0,DIFFERENT
a number,the present value of cash inflows divided by the present value of cash outflows,number,present value of cash inflows divided by the present value of cash outflow,0.0676,0.0,A_SUBSUMES_B
a number,the present value of the cash inflows of a project,number,present value of the cash inflows of a project,0.087,0.0,DIFFERENT
a number,"the present, discounted value",number,present discounted value,0.125,0.0,DIFFERENT
a number,the price,number,price,0.1667,0.0,DIFFERENT
a number,the price of one currency,number,price of one currency,0.1429,0.0,DIFFERENT
a number,the primary system,number,primary system,0.1429,0.0,DIFFERENT
a number,the principle,number,principle,0.1111,0.0,DIFFERENT
a number,the process,number,process,0.1429,0.0,DIFFERENT
